level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	7	0	0	0	1179	63	777	43	-1	
3	1	7	1	0	0	1179	63	777	43	-1	
4	1	7	1	1	0	1179	63	777	43	-1	
5	1	7	1	1	1	1179	63	777	43	95.000000	 
2	1	8	0	0	0	1547	72	164	32	-1	
3	1	8	1	0	0	1547	72	164	32	-1	
4	1	8	1	1	0	1547	72	164	32	-1	
5	1	8	1	1	1	1547	72	115	27	93.171852	सिरियाली
5	1	8	1	1	2	1671	79	40	25	90.932541	ag
2	1	9	0	0	0	1390	107	319	22	-1	
3	1	9	1	0	0	1390	107	319	22	-1	
4	1	9	1	1	0	1390	107	319	22	-1	
5	1	9	1	1	1	1390	108	50	18	96.498230	जसरी
5	1	9	1	1	2	1446	107	32	18	95.417656	पनि
5	1	9	1	1	3	1484	108	46	18	96.296089	जित्ने
5	1	9	1	1	4	1536	108	91	21	96.418274	राष्ट्रपतिको
5	1	9	1	1	5	1633	108	36	18	93.202675	दाबी
5	1	9	1	1	6	1677	113	2	13	88.043045	।
5	1	9	1	1	7	1688	112	21	13	94.836998	१४
2	1	10	0	0	0	749	182	1210	232	-1	
3	1	10	1	0	0	749	182	1210	232	-1	
4	1	10	1	1	0	749	182	1210	232	-1	
5	1	10	1	1	1	749	377	66	20	93.304543	काठमाडौँ,
5	1	10	1	1	2	823	380	79	17	48.250107	विराठनणर,
5	1	10	1	1	3	912	383	53	17	96.379799	भरतपुर
5	1	10	1	1	4	972	383	10	12	93.265930	र
5	1	10	1	1	5	989	378	103	17	63.969486	नेपालजन्जबाठ
5	1	10	1	1	6	1098	377	58	18	96.560822	एकैसाथ
5	1	10	1	1	7	1162	380	60	16	96.580772	प्रकाशित
5	1	10	1	1	8	1570	372	18	42	11.447992	सु
5	1	10	1	1	9	1608	182	143	232	47.221394	हट
5	1	10	1	1	10	1823	182	136	232	48.286919	ty
5	1	10	1	1	11	1627	380	17	30	62.647865	q
2	1	11	0	0	0	1587	106	369	105	-1	
3	1	11	1	0	0	1587	106	369	105	-1	
4	1	11	1	1	0	1587	106	369	52	-1	
5	1	11	1	1	1	1587	106	369	52	95.000000	 
4	1	11	1	2	0	1587	158	369	53	-1	
5	1	11	1	2	1	1587	158	369	53	95.000000	 
2	1	12	0	0	0	11	411	1763	1	-1	
3	1	12	1	0	0	11	411	1763	1	-1	
4	1	12	1	1	0	11	411	1763	1	-1	
5	1	12	1	1	1	11	411	1763	1	95.000000	 
2	1	13	0	0	0	18	421	174	20	-1	
3	1	13	1	0	0	18	421	174	20	-1	
4	1	13	1	1	0	18	421	174	20	-1	
5	1	13	1	1	1	18	422	22	16	95.812553	वर्ष
5	1	13	1	1	2	50	427	15	13	96.838715	२१
5	1	13	1	1	3	76	427	26	11	96.657135	अंक
5	1	13	1	1	4	112	427	7	14	96.788239	३
5	1	13	1	1	5	129	421	63	19	95.031380	काठमाडौं
2	1	14	0	0	0	12	478	188	128	-1	
3	1	14	1	0	0	12	478	188	128	-1	
4	1	14	1	1	0	12	478	185	52	-1	
5	1	14	1	1	1	12	478	185	52	95.320000	पारसलाई
4	1	14	1	2	0	12	559	188	47	-1	
5	1	14	1	2	1	12	559	188	47	73.972313	हृदयाघात
2	1	15	0	0	0	77	632	162	93	-1	
3	1	15	1	0	0	77	632	159	93	-1	
4	1	15	1	1	0	81	632	111	23	-1	
5	1	15	1	1	1	81	632	29	13	42.478218	हल
5	1	15	1	1	2	119	628	8	36	47.748280	7
5	1	15	1	1	3	138	637	54	18	83.156052	काठमाडौं
4	1	15	1	2	0	143	660	93	17	-1	
5	1	15	1	2	1	143	666	37	11	90.461769	'कास)-
5	1	15	1	2	2	189	660	47	17	95.827271	बैंककमा
4	1	15	1	3	0	110	669	83	19	-1	
5	1	15	1	3	1	106	665	5	33	35.722290	॥
5	1	15	1	3	2	139	669	1	7	49.397491	0
5	1	15	1	3	3	191	684	2	2	45.518997	:
4	1	15	1	4	0	77	675	162	35	-1	
5	1	15	1	4	1	77	675	29	14	17.101479	eo?
5	1	15	1	4	2	138	689	31	12	72.611984	रहका
5	1	15	1	4	3	173	679	66	31	86.331741	पूर्वयुवराज
4	1	15	1	5	0	138	707	86	18	-1	
5	1	15	1	5	1	138	712	31	11	96.655991	पारस
5	1	15	1	5	2	178	707	46	18	96.505936	शाहलाई
2	1	16	0	0	0	14	705	112	33	-1	
3	1	16	1	0	0	14	705	219	41	-1	
4	1	16	1	1	0	14	705	112	33	-1	
5	1	16	1	1	1	14	715	40	23	5.744095	के
5	1	16	1	1	2	79	705	47	33	5.744095	जया
5	1	16	1	1	3	219	735	14	11	8.551207	छ
2	1	17	0	0	0	14	754	220	16	-1	
3	1	17	1	0	0	14	754	220	16	-1	
4	1	17	1	1	0	14	754	220	16	-1	
5	1	17	1	1	1	14	758	32	11	96.207405	घरमा
5	1	17	1	1	2	54	754	55	16	95.839233	बसिरहेका
5	1	17	1	1	3	117	754	24	15	95.788986	बेला
5	1	17	1	1	4	150	758	52	11	96.683617	मंगलबार
5	1	17	1	1	5	210	754	24	15	96.606712	राति
2	1	18	0	0	0	138	735	84	16	-1	
3	1	18	1	0	0	138	735	84	16	-1	
4	1	18	1	1	0	138	735	84	16	-1	
5	1	18	1	1	1	138	735	84	16	95.000000	 
2	1	19	0	0	0	10	773	205	78	-1	
3	1	19	1	0	0	10	773	205	78	-1	
4	1	19	1	1	0	10	773	205	78	-1	
5	1	19	1	1	1	10	773	205	78	95.000000	  
2	1	20	0	0	0	14	846	223	407	-1	
3	1	20	1	0	0	14	846	223	407	-1	
4	1	20	1	1	0	14	846	203	20	-1	
5	1	20	1	1	1	14	846	24	15	95.182808	बेला
5	1	20	1	1	2	47	846	43	15	96.755287	स्थानीय
5	1	20	1	1	3	99	850	73	16	96.474083	समयअनुसार
5	1	20	1	1	4	180	846	37	15	95.773552	रातको
4	1	20	1	2	0	14	867	183	20	-1	
5	1	20	1	2	1	14	871	34	14	83.987625	११:१५
5	1	20	1	2	2	58	872	13	11	96.641960	मा
5	1	20	1	2	3	80	867	54	18	96.904854	पारसलाई
5	1	20	1	2	4	142	872	55	15	94.519218	हृदयाघात
4	1	20	1	3	0	14	889	176	21	-1	
5	1	20	1	3	1	14	895	35	14	96.814682	भएको
5	1	20	1	3	2	57	891	27	15	93.191170	थियो
5	1	20	1	3	3	85	885	8	30	91.187958	।
5	1	20	1	3	4	103	889	87	21	78.121597	हृदयाघातलगत्तै
4	1	20	1	4	0	14	914	202	20	-1	
5	1	20	1	4	1	14	914	44	15	93.301743	स्थानीय
5	1	20	1	4	2	66	914	64	20	75.551453	कम्युनिटीभेज
5	1	20	1	4	3	155	918	61	11	96.524414	अस्पतालमा
4	1	20	1	5	0	14	937	199	18	-1	
5	1	20	1	5	1	14	937	33	18	86.416878	लगिए
5	1	20	1	5	2	55	937	22	15	93.270050	पनि
5	1	20	1	5	3	85	941	74	11	92.524124	मध्यरातसम्म
5	1	20	1	5	4	167	937	46	15	96.289078	पारसको
4	1	20	1	6	0	14	960	187	18	-1	
5	1	20	1	6	1	14	964	48	11	96.405304	नाकबाट
5	1	20	1	6	2	90	964	15	11	72.853333	बगेको
5	1	20	1	6	3	113	964	27	11	93.263771	रगत
5	1	20	1	6	4	149	960	52	18	83.417465	थामिएको
4	1	20	1	7	0	14	981	217	19	-1	
5	1	20	1	7	1	14	981	20	19	93.294167	छैन
5	1	20	1	7	2	43	988	1	10	92.997398	।
5	1	20	1	7	3	53	984	63	14	58.723427	बैंककस्थित
5	1	20	1	7	4	124	982	59	17	90.260445	कार्यवाहक
5	1	20	1	7	5	191	987	40	12	96.601807	राजदूत
4	1	20	1	8	0	14	1005	220	21	-1	
5	1	20	1	8	1	14	1006	45	16	92.054848	डोरनाथ
5	1	20	1	8	2	68	1005	58	18	96.687859	अर्याललाई
5	1	20	1	8	3	134	1006	45	20	83.496086	सुनिलले
5	1	20	1	8	4	187	1006	47	15	96.910202	पारसको
4	1	20	1	9	0	14	1027	185	17	-1	
5	1	20	1	9	1	14	1029	77	15	90.292892	हृदयाघातबारे
5	1	20	1	9	2	99	1029	52	15	96.992729	जानकारी
5	1	20	1	9	3	159	1027	40	17	96.283630	गराउँदै
4	1	20	1	10	0	14	1052	192	18	-1	
5	1	20	1	10	1	14	1055	34	12	94.812653	स्थिति
5	1	20	1	10	2	56	1052	24	16	96.604858	केही
5	1	20	1	10	3	88	1052	63	16	96.684433	सुधारोन्मुख
5	1	20	1	10	4	159	1052	47	18	96.573074	देखिएको
4	1	20	1	11	0	14	1073	223	22	-1	
5	1	20	1	11	1	14	1079	50	14	96.659233	जनाएका
5	1	20	1	11	2	72	1075	22	18	93.253265	थिए
5	1	20	1	11	3	103	1080	1	10	75.598694	|
5	1	20	1	11	4	113	1079	45	11	89.750992	'तत्काल
5	1	20	1	11	5	166	1073	21	22	73.200935	कुनै
5	1	20	1	11	6	195	1075	42	16	96.564499	सहयोग
4	1	20	1	12	0	15	1097	210	21	-1	
5	1	20	1	12	1	15	1102	53	11	96.232811	आवश्यक
5	1	20	1	12	2	76	1098	15	15	96.577919	परे
5	1	20	1	12	3	99	1102	28	11	89.389908	खवर
5	1	20	1	12	4	135	1097	47	21	96.836990	गर्नुहोला
5	1	20	1	12	5	191	1098	34	15	96.943062	भनेको
4	1	20	1	13	0	14	1120	152	21	-1	
5	1	20	1	13	1	14	1125	11	16	57.428040	छु
5	1	20	1	13	2	41	1120	45	16	94.303520	अर्यालले
5	1	20	1	13	3	94	1121	72	20	81.875832	कान्तिपुरसँग
4	1	20	1	14	0	14	1143	157	20	-1	
5	1	20	1	14	1	14	1143	65	16	96.720390	टेलिफोनमा
5	1	20	1	14	2	88	1143	19	15	93.250427	भने
5	1	20	1	14	3	116	1148	1	10	92.771774	।
5	1	20	1	14	4	126	1143	45	20	96.046036	सुनिलले
4	1	20	1	15	0	14	1165	198	22	-1	
5	1	20	1	15	1	14	1165	72	22	77.894775	पूर्वयुवराजको
5	1	20	1	15	2	98	1170	47	12	96.900658	नाकबाट
5	1	20	1	15	3	153	1170	27	11	96.523422	रगत
5	1	20	1	15	4	188	1166	24	15	90.632637	बग्ने
4	1	20	1	16	0	14	1189	151	18	-1	
5	1	20	1	16	1	14	1193	38	11	95.726959	क्रममा
5	1	20	1	16	2	61	1189	23	16	96.305275	केही
5	1	20	1	16	3	92	1189	26	15	96.141563	कमी
5	1	20	1	16	4	127	1189	38	18	96.292641	आएको
4	1	20	1	17	0	14	1212	209	18	-1	
5	1	20	1	17	1	14	1212	74	17	94.484657	कान्तिपुरलाई
5	1	20	1	17	2	96	1216	33	14	93.258476	बताए
5	1	20	1	17	3	129	1208	8	27	92.389015	।
5	1	20	1	17	4	163	1212	22	15	91.459480	'स्थिति
5	1	20	1	17	5	193	1216	30	12	96.349213	सहज
4	1	20	1	18	0	14	1233	173	20	-1	
5	1	20	1	18	1	14	1235	61	15	93.265480	बनिसकेको
5	1	20	1	18	2	83	1233	27	20	89.345802	छैन,'
5	1	20	1	18	3	119	1235	31	16	96.742241	उनले
5	1	20	1	18	4	159	1235	18	15	93.171593	भने
5	1	20	1	18	5	186	1240	1	10	91.892090	।
2	1	21	0	0	0	16	891	36	18	-1	
3	1	21	1	0	0	16	891	36	18	-1	
4	1	21	1	1	0	16	891	36	18	-1	
5	1	21	1	1	1	16	891	36	18	95.000000	 
2	1	22	0	0	0	131	918	24	11	-1	
3	1	22	1	0	0	131	918	24	11	-1	
4	1	22	1	1	0	131	918	24	11	-1	
5	1	22	1	1	1	131	918	24	11	95.000000	 
2	1	23	0	0	0	70	960	38	38	-1	
3	1	23	1	0	0	70	960	38	38	-1	
4	1	23	1	1	0	70	960	38	14	-1	
5	1	23	1	1	1	70	960	38	14	95.000000	  
4	1	23	1	2	0	74	974	23	24	-1	
5	1	23	1	2	1	74	974	23	24	95.000000	 
2	1	24	0	0	0	217	1000	6	3	-1	
3	1	24	1	0	0	217	1000	6	3	-1	
4	1	24	1	1	0	217	1000	6	3	-1	
5	1	24	1	1	1	217	1000	6	3	95.000000	 
2	1	25	0	0	0	181	1027	18	16	-1	
3	1	25	1	0	0	181	1027	18	16	-1	
4	1	25	1	1	0	181	1027	18	16	-1	
5	1	25	1	1	1	181	1027	18	16	95.000000	  
2	1	26	0	0	0	73	1170	19	11	-1	
3	1	26	1	0	0	73	1170	19	11	-1	
4	1	26	1	1	0	73	1170	19	11	-1	
5	1	26	1	1	1	73	1170	19	11	95.000000	 
2	1	27	0	0	0	42	1216	128	16	-1	
3	1	27	1	0	0	42	1216	128	16	-1	
4	1	27	1	1	0	42	1216	128	16	-1	
5	1	27	1	1	1	42	1225	7	7	95.000000	  
5	1	27	1	1	2	148	1216	22	11	95.000000	 
2	1	28	0	0	0	32	1280	177	25	-1	
3	1	28	1	0	0	32	1280	177	25	-1	
4	1	28	1	1	0	32	1280	177	25	-1	
5	1	28	1	1	1	32	1283	38	22	42.779850	SEG
5	1	28	1	1	2	93	1282	38	23	40.784149	GL"
5	1	28	1	1	3	139	1287	70	12	63.115734	गजबछबा
2	1	29	0	0	0	12	1326	227	313	-1	
3	1	29	1	0	0	12	1326	227	313	-1	
4	1	29	1	1	0	12	1326	227	313	-1	
5	1	29	1	1	1	12	1326	227	313	95.000000	 
2	1	30	0	0	0	12	1361	1	284	-1	
3	1	30	1	0	0	12	1361	1	284	-1	
4	1	30	1	1	0	12	1361	1	284	-1	
5	1	30	1	1	1	12	1361	1	284	95.000000	 
2	1	31	0	0	0	234	1361	3	284	-1	
3	1	31	1	0	0	234	1361	3	284	-1	
4	1	31	1	1	0	234	1361	3	284	-1	
5	1	31	1	1	1	234	1361	3	284	95.000000	 
2	1	32	0	0	0	12	1644	224	1	-1	
3	1	32	1	0	0	12	1644	224	1	-1	
4	1	32	1	1	0	12	1644	224	1	-1	
5	1	32	1	1	1	12	1644	224	1	95.000000	 
2	1	33	0	0	0	42	1655	162	37	-1	
3	1	33	1	0	0	42	1655	162	37	-1	
4	1	33	1	1	0	70	1655	91	18	-1	
5	1	33	1	1	1	70	1655	16	13	90.680275	काँ
5	1	33	1	1	2	94	1657	67	16	23.938055	am’?
4	1	33	1	2	0	42	1678	162	14	-1	
5	1	33	1	2	1	42	1678	84	13	62.036018	पर्धानन्यायाधीश
5	1	33	1	2	2	133	1682	26	9	93.190285	माग्न
5	1	33	1	2	3	168	1678	26	14	53.775997	आ'रे
5	1	33	1	2	4	201	1680	3	9	91.377121	!
2	1	34	0	0	0	18	1723	207	86	-1	
3	1	34	1	0	0	17	1723	208	86	-1	
4	1	34	1	1	0	18	1723	207	86	-1	
5	1	34	1	1	1	18	1723	207	86	46.291183	oe
2	1	35	0	0	0	291	422	318	22	-1	
3	1	35	1	0	0	291	422	318	22	-1	
4	1	35	1	1	0	291	422	318	22	-1	
5	1	35	1	1	1	291	427	9	13	96.936523	९
5	1	35	1	1	2	309	426	41	18	96.494484	फागुन
5	1	35	1	1	3	360	427	37	13	96.792122	२०६९
5	1	35	1	1	4	406	427	48	17	96.482361	बुधबार
5	1	35	1	1	5	463	427	29	11	96.586349	माघ
5	1	35	1	1	6	501	427	59	17	95.481544	शुक्लपक्ष
5	1	35	1	1	7	569	422	40	17	95.481544	दशमी
2	1	36	0	0	0	710	423	120	20	-1	
3	1	36	1	0	0	710	423	120	20	-1	
4	1	36	1	1	0	710	423	120	20	-1	
5	1	36	1	1	1	710	423	38	15	96.403580	नेपाल
5	1	36	1	1	2	757	427	35	16	95.751526	संवत्‌
5	1	36	1	1	3	799	427	31	14	96.514717	११३३
2	1	37	0	0	0	1127	426	424	16	-1	
3	1	37	1	0	0	1127	426	424	16	-1	
4	1	37	1	1	0	1127	426	424	16	-1	
5	1	37	1	1	1	1127	427	71	15	93.238129	KANTIPUR,
5	1	37	1	1	2	1205	427	38	15	96.203308	Nepali
5	1	37	1	1	3	1250	427	52	12	96.353790	National
5	1	37	1	1	4	1309	426	33	16	94.642075	Daily,
5	1	37	1	1	5	1348	426	77	16	95.649742	Wednesday,
5	1	37	1	1	6	1432	426	56	16	96.687424	February
5	1	37	1	1	7	1494	427	19	15	96.687424	20,
5	1	37	1	1	8	1520	427	31	12	84.973846	2013
2	1	38	0	0	0	335	519	1055	349	-1	
3	1	38	1	0	0	335	519	1055	349	-1	
4	1	38	1	1	0	546	519	630	148	-1	
5	1	38	1	1	1	546	519	136	138	95.686897	सर्त
5	1	38	1	1	2	738	558	65	109	96.617569	र
5	1	38	1	1	3	863	558	313	99	96.908073	भाषामा
4	1	38	1	2	0	335	688	1055	180	-1	
5	1	38	1	2	1	335	688	647	141	65.021019	प्रधातत्यायाधीश
5	1	38	1	2	2	1044	727	346	141	80.048203	असन्तृष्ट
2	1	39	0	0	0	300	890	1126	306	-1	
3	1	39	1	0	0	300	890	1126	306	-1	
4	1	39	1	1	0	300	890	1126	306	-1	
5	1	39	1	1	1	300	890	1126	306	95.000000	 
2	1	40	0	0	0	305	1207	1116	22	-1	
3	1	40	1	0	0	305	1207	1116	22	-1	
4	1	40	1	1	0	305	1207	1116	22	-1	
5	1	40	1	1	1	305	1208	104	16	74.268875	प्रधानन्यायाधीशको
5	1	40	1	1	2	416	1209	46	20	96.052094	नेतृत्वमा
5	1	40	1	1	3	469	1208	38	21	95.592125	चुनावी
5	1	40	1	1	4	514	1213	44	12	96.254128	सरकार
5	1	40	1	1	5	565	1213	42	11	96.969162	गठनका
5	1	40	1	1	6	614	1207	30	17	96.289597	बाँकी
5	1	40	1	1	7	652	1208	50	18	96.920418	असहमति
5	1	40	1	1	8	709	1213	47	16	94.433983	टुंग्याउन
5	1	40	1	1	9	763	1213	51	12	96.880035	मंगलबार
5	1	40	1	1	10	822	1209	34	14	96.880035	बसेको
5	1	40	1	1	11	864	1213	24	12	96.851112	चार
5	1	40	1	1	12	895	1213	34	11	96.778191	दलका
5	1	40	1	1	13	936	1209	38	15	96.629700	नेताको
5	1	40	1	1	14	982	1207	28	17	93.053993	बैठक
5	1	40	1	1	15	1018	1212	2	13	78.529541	|
5	1	40	1	1	16	1268	1211	30	12	74.425171	तस्विर
5	1	40	1	1	17	1303	1204	7	29	90.531471	:
5	1	40	1	1	18	1313	1211	27	12	93.299324	किरण
5	1	40	1	1	19	1347	1211	74	13	78.743530	पाण्डे/कान्तिप्र
2	1	41	0	0	0	305	1249	1115	1	-1	
3	1	41	1	0	0	305	1249	1115	1	-1	
4	1	41	1	1	0	305	1249	1115	1	-1	
5	1	41	1	1	1	305	1249	1115	1	95.000000	 
2	1	42	0	0	0	304	1282	127	19	-1	
3	1	42	1	0	0	304	1282	127	19	-1	
4	1	42	1	1	0	304	1282	127	19	-1	
5	1	42	1	1	1	304	1282	59	19	96.045982	कान्तिपुर
5	1	42	1	1	2	368	1284	63	14	78.842743	संवाददाता
2	1	43	0	0	0	304	1325	194	476	-1	
3	1	43	1	0	0	304	1325	194	476	-1	
4	1	43	1	1	0	304	1325	194	18	-1	
5	1	43	1	1	1	304	1325	60	18	90.749817	काठमाडौं-
5	1	43	1	1	2	373	1327	56	15	96.981575	सरकारको
5	1	43	1	1	3	437	1327	34	15	95.427208	नेतृत्व
5	1	43	1	1	4	479	1326	19	16	96.972702	गर्न
4	1	43	1	2	0	304	1350	120	16	-1	
5	1	43	1	2	1	304	1350	62	15	96.451164	राजनीतिक
5	1	43	1	2	2	374	1354	50	12	96.591896	दलहरूले
4	1	43	1	3	0	304	1372	94	17	-1	
5	1	43	1	3	1	304	1372	20	16	95.530632	सर्त
5	1	43	1	3	2	333	1377	6	9	93.175919	र
5	1	43	1	3	3	347	1373	51	16	70.752838	भाषाप्रति
4	1	43	1	4	0	304	1396	157	16	-1	
5	1	43	1	4	1	304	1396	49	15	96.460014	खिलराज
5	1	43	1	4	2	360	1396	38	15	96.666290	रेग्मीले
5	1	43	1	4	3	407	1396	54	16	91.989159	असन्तुष्टि
4	1	43	1	5	0	304	1418	165	18	-1	
5	1	43	1	5	1	304	1422	50	14	96.991592	जनाएका
5	1	43	1	5	2	362	1422	20	13	93.219223	छन्‌
5	1	43	1	5	3	391	1423	1	10	92.243393	।
5	1	43	1	5	4	401	1418	27	16	96.203804	त्यही
5	1	43	1	5	5	436	1422	33	11	96.894592	कारण
4	1	43	1	6	0	304	1440	136	19	-1	
5	1	43	1	6	1	304	1445	52	11	95.854126	मंगलबार
5	1	43	1	6	2	364	1440	19	16	96.904236	गर्ने
5	1	43	1	6	3	393	1441	47	18	96.770187	भनिएको
4	1	43	1	7	0	304	1464	188	16	-1	
5	1	43	1	7	1	304	1464	58	16	96.395866	सहमतिमा
5	1	43	1	7	2	370	1468	47	12	94.824753	हस्ताक्षर
5	1	43	1	7	3	425	1468	18	12	96.764565	हुन
5	1	43	1	7	4	451	1464	31	15	93.200439	सकेन
5	1	43	1	7	5	491	1469	1	10	91.112114	।
4	1	43	1	8	0	322	1487	151	16	-1	
5	1	43	1	8	1	322	1487	33	16	96.474152	दलीय
5	1	43	1	8	2	363	1487	54	16	95.931908	सहमतिका
5	1	43	1	8	3	430	1487	43	15	96.415916	कतिपय
4	1	43	1	9	0	304	1508	167	20	-1	
5	1	43	1	9	1	304	1510	32	15	83.920700	बिषय
5	1	43	1	9	2	344	1510	45	15	96.317383	संशोधन
5	1	43	1	9	3	397	1513	43	15	96.116394	भएपछि
5	1	43	1	9	4	448	1508	23	17	95.574928	मात्रै
4	1	43	1	10	0	304	1533	180	16	-1	
5	1	43	1	10	1	304	1533	34	15	95.572174	नेतृत्व
5	1	43	1	10	2	346	1533	24	15	96.908546	लिन
5	1	43	1	10	3	378	1533	27	15	96.868965	सक्ने
5	1	43	1	10	4	413	1533	31	16	96.774635	उनले
5	1	43	1	10	5	452	1537	32	11	96.853996	संकेत
4	1	43	1	11	0	345	1555	128	19	-1	
5	1	43	1	11	1	345	1556	22	18	93.301102	थिए
5	1	43	1	11	2	369	1550	7	28	92.283203	।
5	1	43	1	11	3	386	1555	49	18	96.187340	त्यसलाई
5	1	43	1	11	4	443	1556	30	18	96.815582	लिएर
4	1	43	1	12	0	304	1579	173	19	-1	
5	1	43	1	12	1	304	1579	68	19	95.870041	एमाओवादी,
5	1	43	1	12	2	380	1579	40	19	96.224213	कांग्रेस,
5	1	43	1	12	3	428	1579	34	18	95.400368	एमाले
5	1	43	1	12	4	470	1583	7	8	96.361931	र
4	1	43	1	13	0	401	1606	52	11	-1	
5	1	43	1	13	1	401	1606	52	11	95.433624	मंगलबार
4	1	43	1	14	0	304	1625	192	16	-1	
5	1	43	1	14	1	304	1628	30	13	93.896851	बैठक
5	1	43	1	14	2	342	1625	60	15	96.784187	संशोधनमा
5	1	43	1	14	3	410	1629	31	11	96.321159	तयार
5	1	43	1	14	4	449	1625	37	15	91.199913	देखियो
5	1	43	1	14	5	495	1630	1	10	90.729027	।
4	1	43	1	15	0	322	1648	160	20	-1	
5	1	43	1	15	1	322	1648	40	16	39.037094	सरोतका
5	1	43	1	15	2	372	1652	41	16	96.409271	अनुसार
5	1	43	1	15	3	421	1648	61	15	95.123390	राजनीतिक
4	1	43	1	16	0	304	1669	177	18	-1	
5	1	43	1	16	1	304	1675	35	11	96.369835	दलको
5	1	43	1	16	2	348	1670	23	16	93.905327	शीर्ष
5	1	43	1	16	3	380	1669	40	18	95.326096	बैठकले
5	1	43	1	16	4	428	1671	24	16	96.932312	केही
5	1	43	1	16	5	460	1671	21	15	96.856995	गरी
4	1	43	1	17	0	304	1692	193	17	-1	
5	1	43	1	17	1	304	1693	44	16	96.245888	जेठभित्र
5	1	43	1	17	2	356	1692	47	16	95.783028	निर्वाचन
5	1	43	1	17	3	411	1692	19	16	95.081490	गर्न
5	1	43	1	17	4	438	1693	32	15	96.595352	नसके
5	1	43	1	17	5	479	1697	18	11	96.810112	थप
4	1	43	1	18	0	304	1715	153	19	-1	
5	1	43	1	18	1	304	1720	20	14	96.877052	एक
5	1	43	1	18	2	332	1715	52	16	95.957794	कार्यकाल
5	1	43	1	18	3	392	1716	21	15	96.751938	दिन
5	1	43	1	18	4	421	1716	36	15	94.641861	सकिने
4	1	43	1	19	0	304	1739	183	17	-1	
5	1	43	1	19	1	304	1739	60	16	94.018715	समझदारी
5	1	43	1	19	2	372	1739	33	15	96.498619	गरेको
5	1	43	1	19	3	413	1743	11	13	91.595757	छ
5	1	43	1	19	4	432	1744	1	10	86.103584	।
5	1	43	1	19	5	442	1739	45	15	96.038918	यसअघि
4	1	43	1	20	0	304	1761	166	17	-1	
5	1	43	1	20	1	304	1762	44	16	91.813309	जेठभित्र
5	1	43	1	20	2	356	1761	47	16	96.931679	निर्वाचन
5	1	43	1	20	3	411	1761	19	16	95.935509	गर्न
5	1	43	1	20	4	438	1762	32	15	96.769958	नसके
4	1	43	1	21	0	304	1785	179	16	-1	
5	1	43	1	21	1	304	1785	62	15	96.460747	राजनीतिक
5	1	43	1	21	2	374	1785	34	15	96.954216	दलको
5	1	43	1	21	3	417	1785	66	16	94.788307	उच्चस्तरीय
2	1	44	0	0	0	350	1422	23	13	-1	
3	1	44	1	0	0	350	1422	23	13	-1	
4	1	44	1	1	0	350	1422	23	13	-1	
5	1	44	1	1	1	350	1422	23	13	95.000000	 
2	1	45	0	0	0	406	1491	35	7	-1	
3	1	45	1	0	0	406	1491	35	7	-1	
4	1	45	1	1	0	406	1491	35	7	-1	
5	1	45	1	1	1	406	1491	35	7	95.000000	 
2	1	46	0	0	0	300	1556	41	19	-1	
3	1	46	1	0	0	300	1556	41	19	-1	
4	1	46	1	1	0	300	1556	41	19	-1	
5	1	46	1	1	1	300	1556	41	19	95.000000	 
2	1	47	0	0	0	304	1601	89	16	-1	
3	1	47	1	0	0	304	1601	89	16	-1	
4	1	47	1	1	0	304	1601	89	16	-1	
