level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	15	5	195	369	1	11	92.526993	।
4	1	1	1	16	0	22	386	161	22	-1	
5	1	1	1	16	1	22	387	41	16	94.413109	स्रोतका
5	1	1	1	16	2	71	391	42	17	96.968575	अनुसार
5	1	1	1	16	3	121	386	62	17	96.116409	राजनीतिक
4	1	1	1	17	0	4	408	178	19	-1	
5	1	1	1	17	1	4	410	35	16	96.537094	दलको
5	1	1	1	17	2	47	409	25	17	94.990616	शीर्ष
5	1	1	1	17	3	79	408	42	18	96.817726	बैठकले
5	1	1	1	17	4	128	410	25	17	96.955399	केही
5	1	1	1	17	5	160	410	22	16	96.595253	गरी
4	1	1	1	18	0	4	431	193	17	-1	
5	1	1	1	18	1	4	431	44	17	77.313293	जेठभित्र
5	1	1	1	18	2	55	431	48	17	95.264847	निर्वाचन
5	1	1	1	18	3	111	431	20	17	95.264847	गर्न
5	1	1	1	18	4	138	432	32	16	96.593285	नसके
5	1	1	1	18	5	179	436	18	12	96.876617	थप
4	1	1	1	19	0	4	454	153	20	-1	
5	1	1	1	19	1	4	459	20	15	95.749359	एक
5	1	1	1	19	2	32	454	52	17	96.286133	कार्यकाल
5	1	1	1	19	3	92	454	22	17	96.452454	दिन
5	1	1	1	19	4	121	454	36	17	96.576706	सकिने
4	1	1	1	20	0	4	477	183	18	-1	
5	1	1	1	20	1	4	478	61	16	89.460693	समझदारी
5	1	1	1	20	2	72	478	33	16	96.674911	गरेको
5	1	1	1	20	3	113	482	11	13	92.109932	छ
5	1	1	1	20	4	132	483	1	11	89.813042	।
5	1	1	1	20	5	142	477	45	17	96.646523	यसअघि
4	1	1	1	21	0	4	500	166	17	-1	
5	1	1	1	21	1	4	500	44	17	43.617367	जेठभित्र
5	1	1	1	21	2	55	500	48	17	93.039856	निर्वाचन
5	1	1	1	21	3	111	500	20	17	94.627769	गर्ने
5	1	1	1	21	4	138	501	32	16	95.785637	नसके
4	1	1	1	22	0	4	523	179	17	-1	
5	1	1	1	22	1	4	523	62	17	96.776886	राजनीतिक
5	1	1	1	22	2	74	524	35	16	96.874359	दलको
5	1	1	1	22	3	116	524	67	16	95.609482	उच्चस्तरीय
