,Page,Block,Text,Image path
46,1,47,"Thursday, January 8, 2009 (Poush 24, 2065) Nepal Sambat 1129 8+4 iF, GN Rs.3.""°
Hs rey Lk
7 /  p
rN y ‘N aidah ~ f
",outputs/1/47.png
47,1,48,"India asked to repair towers saying it wa
Py 2 tion as the
had two me
hree blast suspects held and the thre
Pg 3 member each
; ; ; A decisio1
Won't war with India: ISI chief of Nepal Rast
Pg 6 nor could no
nd UML
Inflation up 14.1 pe in Mangsir a aid |
Pg7 _—_ date to either
Midwi
BECHU GAUD involved
AWALPARASI, JAN. 7 mother giv
Sixty-five-year-old Champa However, t
arijan returned home haplessly — half the am
on Sunday. She was neither in an _ child isa gi
agony of her own nor misbehaved “We ha
by any others. whether it
A baby girl was born onthe very Why is the
day in her neighbourhood and _ wages?” she
herefore she had reason to be Accordi
sad and gloomy. been worki
“A daughter was born. And I past 40 yee
as paid half of my normal wage,” happy if t
said Champa, a midwife involvedin enough to
he delivery, with a sigh. “They get <
It has been the standard rate to andthe mo
pay 100 rupees to the midwife _ girl,” she ac
",outputs/1/48.png
48,1,49,"KaMal Vanal wul head the elght- member committee headed by _ to aaadress
member Army Integration Special ; ; kamaiyas.
Committee. The Committee will 66 The army integration — been looki
have two members each from CPN . . portfolio :
(Maoist), Nepali Congress, committee will have two = Matrika y.
CPN-UML and Madheshi reforms
Janadhikar Forum. members each from few month
The Nepali Congress had refused . As per
to join the earlier committee headed CPN (Maoist) 5 NC, UML  communit
by Deputy Prime Minister and to declare
tome Minister Bam Dev Gautam and MJ F. ) ) sexual exp
saying it wanted equal representa- a bill in the
tion as the Maoists. The Maoists Finance Minister Dr. Baburam address a:
had two members in the committee Bhattarai. The names proposed were the comm
and the three other parties one Dipendra Bahadur Chettri, The ca
member each. Shreeram Poudel and Bir Bikram _ schools zo
A decision on the appointment Rayamajhi. Chettri was considered make a de
of Nepal Rastra Bank (NRB) gover- _ the front-runner for the post. sion to ma
nor could not be made as Maoists “The Prime Minister will hold zones of pe
and UML could notagreeonaname. discussions with UML to agree ona _ and obstru
Sources said UML wanted its candi- name,” said Minister of Commerce next cabi
date to either be (NRB) governor or and Supplies Rajendra Mahato after _ sources.
o
paid half at daughters
J
involved if the expecting Gore Kami of Ramgram_ expecting
mother gives birth to a baby boy. Municipality-isaid that it has been sons,” saic
However, the midwife is paid only the law in the area to pay only  Harian.
- half the amount when the newborn half the wage to midwives when She f
child is a girl. daughters are born. new bo
“We have to work equally hard “The news of a daughter’s birth mother a
whether it is a son or a daughter. makes us anxious as the burden of treated w
’ Why is there discrimination in the dowry crosses our minds,” said _ ters happe
wages?” she fumed. Gore. He also paid Rs 50 to the mid- “My h
According to Champa, who has __ wife four months ago when his wife did not p
been working as a midwife for the gave birth to a daughter. He, howev- even duri
past 40 years, one and all becomes __ er, reminisced that he had paid Rs __ simply bec
' happy if the mother is fortunate 100 to the midwife and hosted a_ child,” sai
enough to give birth to a baby boy. feast as well when he became the She claim
“They get angry with the midwife father of a son three years back. dowry sys
and the mother in the case of a baby “We are provided in cash, to blame f
girl,” she added. clothes and valuables when the nations be
",outputs/1/49.png
49,1,50,"o join the earlier committee headed CPN (Maoist) 5 NC, UML community,
by Deputy Prime Minister and to declare
Home Minister Bam Dev Gautam and MJF. ) ) sexual explo
saying it wanted equal representa- a bill in the
ion as the Maoists. The Maoists Finance Minister Dr. Baburam address ag
ad two members in the committee Bhattarai. The names proposed were the commu
and the three other parties one Dipendra Bahadur Chettri, The cab
ember each. Shreeram Poudel and Bir Bikram _ schools zon
A decision on the appointment Rayamajhi. Chettri was considered make a deci
of Nepal Rastra Bank (NRB) gover- _ the front-runner for the post. sion to make
or could not be made as Maoists “The Prime Minister will hold zones of pea
and UML could not agreeonaname. discussions with UML to agree ona __ and obstruct
Sources said UML wanted its candi- name,” said Minister of Commerce next cabine
date to either be (NRB) governor or and Supplies Rajendra Mahato after sources.
o
; paid half at daughters
involved if the expecting Gore Kami of Ramgram_ expecting
mother gives birth to a baby boy. Municipality-isaid that it has been sons,” said
However, the midwife is paid only the law in the area to pay only  Harian.
half the amount when the newborn _ half the wage to midwives when She fu
child is a girl. daughters are born. new bor
“We have to work equally hard “The news of a daughter’s birth mother anc
whether it is a son or a daughter. makes us anxious as the burden of treated wh
Why is there discrimination in the dowry crosses our minds,” said ters happe
wages?” she fumed. Gore. He also paid Rs 50 to the mid- “My hu
According to Champa, who has___ wife four months ago when his wife did not pr
been working as a midwife for the gave birth to a daughter. He, howev- even durin
past 40 years, one and all becomes er, reminisced that he had paid Rs __ simply beca
happy if the mother is fortunate 100 to the midwife and hosted a_ child,” said
enough to give birth to a baby boy. feast as well when he became the She claimec
“They get angry with the midwife father of a son three years back. dowry syste
and the mother in the case of a baby “We are provided in cash, to blame fo
girl,” she added. clothes and valuables when the nations bei
(
",outputs/1/50.png
50,1,51,", 5 © CaAVITICL AlsCuUss€a ACCldl ils ae a ""
ram__ schools zones of peace but did not ie
ered make a decision. Likewise, the deci-
sion to make factories and highways

hold zones of peace to free them of strikes
ona and obstructions will be taken in the é me
erce next cabinet meeting, according to :
after sources.
hters’ birth —h
sram expecting mothers give birth to (i |
been sons,” said another midwife Murati ~ “i

only  Harijan.

hen She further claimed that the

new born baby, postnatal

birth mother and midwife were all ill-
en of treated whenever birth of daugh- Me ei

said ters happen. &

mid- “My hubby and mother in-law
;wife did not provide me enough food Ps
wwev- even during the postnatal period f

d Rs __ simply because I gave birth to a girl
ed a_ child,” said a woman from Rampur. Available aye
e the She claimed that the deeply rooted
, dowry system in Madhesh is mainly S , = NaN Ae i
ash, to blame for such kind of discrimi- Durbar Marg

the nations being prevalent.

(1
\
",outputs/1/51.png
51,1,52,"rrime Minister rushpa Kama
Dahal on Wednesday reiterated
that the government would
implement the agreements
reached with the Nepali
Congress, amend the scholarship
bill, and maintain law and order.

Expressing concern over dis-
ruption of the Legislature-
Parliament by political parties,
he said the main issue — making
of the new constitution — has
been overshadowed by other
issues. He appealed to political
parties to seek other means
instead of disrupting the House
to solve problems. After three
weeks of disruption — first by
Nepali Congress and then fringe
political parties — the House
resumed on Wednesday.

The prime minister
expressed commitment to
implement the  nine-point
agreement reached with Nepali
Congress, the main opposition
in parliament.

The NC had disrupted par-
liament and withdrawn its
protest after the prime minister
agreed to address the parlia-
ment making a commitment to
meet NC’s demands and estab-
lish a mechanism to monitor
whether the government was
sincerely implementing its
commitments.

Nepali Congress demands
included returning Maoist-
seized properties within three
months and disbanding the
paramilitary structure of the
Maoist youth wing — Young
Communist League.

The prime minister said the
government has already initiat-
ed the process of returning
",outputs/1/52.png
52,1,53,"V CU C C U Na Wild i la = c CC a ClU LALO VV¥CULIUSOUdCY.
Commission. The government has also formed |
y Three names had been proposed a commission under the convenor-
a for the post of governor by a three- ship of the minister of land reforms ‘
- member committee headed by _ to address issues related to freed
il , ; ; kamaiyas. Prime Minister Dahal has -
1 66The army integration been looking after the land reforms
. . portfolio since the resignation of re a
; Committee will have two = Matrika Yadav as minister for land | «
ii reforms and management a a
members each from few months back. oo
d ; As per the demands of the Badi GREY.
a CPN (Maoist), NC, UML community, the cabinet also decided WES ay) uf
d @@ to declare the community free of a
1» and MJE. - sexual exploitation and to introduce if i,
- a bill in the legislature parliament to ) Te.
s Finance Minister Dr. Baburam address agreements reached with 8 el
e Bhattarai. The names proposed were the community. Ny
e Dipendra Bahadur Chettri, The cabinet discussed declaring - i
Shreeram Poudel and Bir Bikram _ schools zones of peace but did not ;
t Rayamajhi. Chettri was considered make a decision. Likewise, the deci-
- the front-runner for the post. sion to make factories and highways
S “The Prime Minister will hold zones of peace to free them of strikes
», discussions with UML to agree ona and obstructions will be taken in the €. ¢::.
- name,” said Minister of Commerce next cabinet meeting, according to
rand Supplies Rajendra Mahato after sources.
, ff (;
f at daughters’ birth Hl
ng Gore Kami of Ramgram_ expecting mothers give birth to ei
oy. Municipality-1said that it has been — sons,” said another midwife Murati ~ =
ly the law in the area to pay only Harijan.
mm half the wage to midwives when She further claimed that the ’
daughters are born. new born baby, postnatal
rd “The news of a daughter’s birth mother and midwife were all ill-
er. makes us anxious as the burden of treated whenever birth of daugh- 6 6
he dowry crosses our minds,” said ters happen. a
Gore. He also paid Rs 50 to the mid- “My hubby and mother in-law
las ~= wife four months ago when his wife did not provide me enough food ms
he gave birth to a daughter. He, howev- even during the postnatal period f
les er, reminisced that he had paid Rs _ simply because I gave birth to a girl
ate 100 to the midwife and hosted a_ child,” said a woman from Rampur. Available at:
oy. feast as well when he became the She claimed that the deeply rooted
ife father of a son three years back. dowry system in Madhesh is mainly S) 7 = Ne MAL L
by “We are provided in cash, to blame for such kind of discrimi- Durbar Marg
clothes and valuables when the nations being prevalent.
(|S
\
",outputs/1/53.png
53,1,54,"“We have to work equally hard “The news of a daughter’s birth mother and mic
hether it is a son or a daughter. makes us anxious as the burden of treated wheneve
hy is there discrimination in the dowry crosses our minds,” said ters happen.
ages?” she fumed. Gore. He also paid Rs 50 to the mid- “My hubby 2

According to Champa, who has ___ wife four months ago when his wife did not provide
een working as a midwife for the gave birth to a daughter. He, howev- even during the
ast 40 years, one and all becomes __ er, reminisced that he had paid Rs __ simply because I
appy if the mother is fortunate 100 to the midwife and hosted a_ child,” said a wo
nough to give birth to a baby boy. feast as well when he became the She claimed that
hey get angry with the midwife father of a son three years back. dowry system in |
nd the mother in the case of a baby “We are provided in cash, to blame for suc
irl,” she added. clothes and valuables when the nations being pre

Pe
",outputs/1/54.png
54,1,55,"evelopment Trust (PADT). bdo iE «£4 ee | M
. | im . si GS OE a
°C 7 — i ee t S72 a fi ae , B
»® | have directed ro (NE ve)
oe | |
PADT to recommend — con Ea
2 . a. , B 0 —— : SY i
name list of priests ONE § ox
. tam VS —
for appointment. ( = pr? mf
. is B fo | . a ,
Appointment of new 3 ee) RS - - eS

. . SP Se
priests will be — D> ‘me
transparent. 7 us

“In my capacity as prime - c
ninister and PADT patron, I
ave decided to approve the
esignation tendered by old
yriests (Indian priests) and
evoked the appointment of .
1ew ones (Nepali priests),” Return SE1ZeC
Jahal said while addressing the
egislature-Parliament on
Nednesday.

“I honour the Supreme Pen Sanan been a major is:
‘ourt order and have directed =~ ._~..—————_ “7ical parties sinc
he PADT to manage normal The Supreme Court (SC) on _ of the peace prc
vorship at the temple by the Monday ordered the govern- The joint b
ame Indian priests for the time ment to return all lands and Min Bahadur
yeing,” Dahal said. The SC on properties seized by Maoists to Kalyan Shresth
ast Thursday had issued an the rightful owners in three to the governn
nterim order to the govern- months. writ petition at
nent asking the latter to assign The apex court has direct- by 44 families ¢
he same Indian priests the ed the government to form dis- and Salyan di
ask of performing daily wor- trict level mechanisms com- __ that over 160 I
hip at the temple. prising parties’ representa- land was still

Stating that the appoint- tives, victims and legal experts occupation.
nent of Nepali priests has sent __ to identify lands and proper- Although c:
hhockwaves even in India, ties under Maoist occupation _ tion of private.
Jahal said he has directed and make arrangements for erties by Ma
-~ADT to recommend a name their restitution accordingly. widespread, tl
ist of priests to him for Lands and properties seized has so far faile
ippointment. He said new _ by Maoists has time and again exact record of
riests at the temple will be
M to head army integrati
there vice-chairman of National Planning the meet
Commission. The g
e cabinet meeting on Wednesday Three names had been proposed a commi
‘ided that Prime Minister Pushpa for the post of governor by a three- _ ship of tl
mal Dahal will head the eight- member committee headed by _ to addre
mber Army Integration Special ; ; kamaiyas
mmittee. The Committee will 66 The army integration — been loo
re two members each from CPN ; : portfolio
aoist), Nepali Congress, Committee will have two Matrika
N-UML and Madheshi reforms
vadhikar Forum. members each from few mon
The Nepali Congress had refused . As pé
join the earlier committee headed CPN (Maoist), NC, UML = commun

Deputy Prime Minister and to declai
me Minister Bam Dev Gautam and MJF. ) ) sexual ex
ing it wanted equal representa- a bill int
",outputs/1/55.png
55,1,56,"5B camp in Nepali territory to join the ear
Pg2 by Deputy
; Home Minist
dia asked to repair towers saying it wan
Py 2 tion as the
had two mem
ree blast suspects held and the thre
Pg 3 member each.
; ; ; A decisio
on’t war with India: ISI chief of Nepal Rast
Pg 6 nor could not
. . . and UML coul
flation up 14.1 pein Mangsir = sources said
Pg7 _—_ date to either
© d ®
BECHU GAUD involved
ALPARASI, JAN. 7 :
mother give
xty-five-year-old Champa However, t
arjjan returned home haplessly half the am:
Sunday. She was neither in an childisa gi
ony of her own nor misbehaved “We ha
any others. whether it
A baby girl was born onthe very Why is the
ry in her neighbourhood and _ wages?” she
erefore she had reason to be Accordi
d and gloomy. been workit
“A daughter was born. And I past 40 yea
as paid half of my normal wage,” happy if t
id Champa, a midwife involvedin enough to g
e delivery, with a sigh. “They get 2
It has been the standard rate to andthe mot
1y 100 rupees to the midwife _ girl,” she ad
",outputs/1/56.png
56,1,57,"age ltkp.qxd 1/8/2009 12:06 AM Page 1
",outputs/1/57.png
57,1,58,"to inc
hours
thoug
ment
decid
source
Syste:
Depa!
starte
outag:
Thurs
is too
f
daily
MW i
MW i
suppl
incluc
from |
O1
went.
tres ]
while
used f
be on
erate
Kulek
SSB ¢:
India
Three
Won't
Inflati
MBECI
NAWALPAF
Sixty-
Harija
on Su
agony
by any
Al
day i
theref
sad an
“A
was pi
said C)
the de
It |
pay 1
",outputs/1/58.png
58,1,59,,outputs/1/59.png
59,1,60,"(- =)
6-hr-day
",outputs/1/60.png
60,1,61,"SB camp in Nepali territory to join the ea

Pg2 by Deputy
; ; Home Minist
dia asked to repair towers saying it wa
Py 2 tion as the |

had two me
hree blast suspects held and the thre
Pg 3 member each

; ; ; A decisio
on’t war with India: ISI chief of Nepal Rast
Pg 6 nor could no

nd UML
flation up 14.1 pe in Mangsir ane said 1
Pg7 _—_ date to either
© d ®
BECHU GAUD involved

\WALPARASI, JAN. 7 mother giv
ixty-five-year-old Champa However, t
[arijan returned home haplessly half the am
n Sunday. She was neither in an_ childisa gi
gony of her own nor misbehaved “We ha
y any others. whether it
A baby girl was born onthe very Why is the!
ay in her neighbourhood and _ wages?” she
erefore she had reason to be Accordi
ad and gloomy. been worki
“A daughter was born. And I past 40 yee
as paid half of my normal wage,” happy if t
aid Champa, a midwife involved in enough to
e delivery, with a sigh. “They get <
It has been the standard rate to andthe mo
ay 100 rupees to the midwife _ girl,” she ac
",outputs/1/61.png
61,2,1,"Pokhara hotels stay Shut | | jnisnasistnce
O ald O C S S ay S U Indian assistance

KATHMANDU: India has

OST REPORT “The restaurants were chairman of Pokhara provided a grant assistance
found closed when we_ Tourism Council. He, how- of NRs. 24.07 million to
Hotel and restaurant work- went there for meal,” said ever, said that the mini- build a new school building
ers have stopped work for a tourist, adding that their mum wage could not be of Shree Saraswati Higher
an indefinite period in visit to Pokhara had been implemented immediately Secondary School and Rs.
Pokhara from Wednesday quite difficult due to the as hotels and restaurants 29.91 million for rural elec-
demanding that tourism — restaurant closure. are unable to run their trification project in 12
entrepreneurs give workers The hotel and restau- businesses well due to the VDCs in Sindhupalchok.
the minimum wage of rant entrepreneurs said prevailing power cuts. These are part of more than
Rs. 4,600. that the protest might con- Chairman of All Nepal 300 large and small projects
Most hotels and _ veyanegative message for Hotel and _ Restaurant currently being implement-
restaurants in Lakeside’ the tourism sector of the Workers’ Union, Rajendra ed under the India-Nepal
area were closed, leaving country. Timilsina, said that the Economic Cooperation
hundreds’ of __ tourists “Banda never solves workers spontaneously Programme, according to a
stranded. Tourists were problems. The demands of halted their work since the statement of the Embassy of
seen roaming in search of the protestors can be entrepreneurs refused to India issued on Wednesday.
bakeries looking for some-_ solved through peaceful- implement the minimum The statement said that
thing to eat. ly,” said Bachchu Tiwari, wage announcement. Indian aid has focused on
education, health, commu-

nity development and infra-

. . e structute covering all dis-
: tricts of Nepal with an out-
our killed | | | \ L, yet to find lay of over NRs. 24 billions.

a .

n accident . . . Four rapists released
RAUTAHAT: Four accused,

srs friend in Maoist | swe:
AT ANS terms on rape charges, were
our people were killed and TUE EI the state and bringing about recently freed under the
) injured when a passen- -~— += ©=)3)—._ socioeconomic transforma- terms of amnesty. Domi
ar bus met with an acci- Leaders of the CPN-UML tion. Khanal's _ report Raya Yadav of Dipahi-8,
ent at Tilahara along on Wednesday criticised also calls on the Maoists Jadolal Paswan of Karuniya-
okhara-Baglung Highway CPN (Maoist)'s recent activ- to keep their anarchic ways 5, Pramod Dhobi and
1 Wednesday. ities and stressed the need in check. Ramnath Sah of Karmaiya-3
we © Me OIL Be ice, CS. NO ee WI EL we Li =. Fw Cf CU CO ee fe 8) Ue we ee Ce ee ee OCU ee ee
",outputs/2/1.png
62,2,2,"° tricts of Nepal with an out-
| | | \ L, yet to In lay of over NRs. 24 billions.
e e e Four rapists released
friend In VI AOIST RAUTAHAT: Four accused,
who had been serving jail
terms on rape charges, were
TUE EI the state and bringing about recently freed under the
_— CHOECONOMIc transforma- terms of amnesty. Domi
Leaders of the CPN-UML tion.  Khanal's _ report Raya Yadav of Dipahi-8,
on Wednesday criticised also calls on the Maoists Jadolal Paswan of Karuniya-
CPN (Maoist)'s recent activ- to keep their anarchic ways 5, Pramod Dhobi and
ities and stressed the need in check. Ramnath Sah of Karmaiya-3
to review the collaboration Referring to the chop- had been released three
with the Maoist party. ping of a leg of UML cadre weeks ago as per the verdict
Some leaders also said Bibek Devkota on Monday, of District Court. They were
the UML should not refer to Pokhrel said the increasing held on the charge of gang
the Maoist party as a_ attacks on UML cadres and rape after the victim lodged
'friend'.Commenting onthe other political parties a complaint against them.
political report of General should be taken seriously. The government on Oct. 27
Secretary Jhala Nath Central leaders Prakash had directed the court to
Khanal, some 10 central Jwala, Shankher Pokhrel, withdraw all cases filed till
committee members said Beduram Bhusal, Pushpa Nov. 21, 2006.
the report was too 'soft' Kandel, Guru Baral, Devraj .
towards the Maoist. Ghimire, Hemraj Rai. Two children rescued
In his 80-page political Bishnu Rimal, Surendra NEPALGUNJ: The District
document, Khanal has stat- Pandey and _ Urbadatta Child Welfare Board
ed that since UML is a left Pant deliberated on the (DCWB) of Banke rescued
party, it should collaborate _ political report. two minors on Wednesday
with the CPN (Maoist), “All leaders, who spoke who were working as
another left party. on Wednesday, lambasted domestic help under
Central committee the Maoist party. They said appalling conditions. The
member of the UML that UML should make it board rescued Sarmila, 11,
Shankher Pokhrel said the clear whether it wants to and Manisha, 9, respectively
UML should make its’ continue collaboration from the houses_ of
stance clear as the Maoists with it,” said UML standing Ratan Rawal and Mausham
were not treating UML as committee member KC at Surkhetroad. The
a partner in the coalition Pradip Nepal. DCWB has recently cracked
government. Suggestions given by CC down against those still
In his report, Khanal members will be incorpo- keeping children as domes-
states that UML is commit- rated in the final political tic help. Banke was declared
ted to establishing working report, which will be a child labour free
unity with the Maoists to presented at the UML's district last year.
take the peace process to a__ eighth national convention
logical end, restructuring scheduled for Feb.16. JTMM-R talks team
LAHAN: Janatantrik Tarai
Mukti Morcha of Rajan
V a c a n cy Mukti faction, an under-
ground armed outfit, made
Rural Economic Development Association (REDA}, a public its three-member
nongovernmental organization is operating a Regional talks team here in Siraha on
Renewable Energy Service Centre (RRESC), in Palpa, of Wednesday. Rajiv Jha has
; he coordi-
Alternative Energy Promotion CenterfEnergy Sector been named 5
nator while other JTMM
Assistance Programme (AEPC/ESAP) The Center leaders — Manoj ah d
eeu a, j Jha an
provides facilitation supports to ESAP supported activities Ramehovit Yadav — are the
in Palpa, <Argakhanchi, Gulmi, Syanjga districts. other two members of the
Applications are invited from the qualified candidate for team. “It (dialogue) is just
the following position to work for micro/mini-hydropower another form of struggle but
activities. our fight hasn't ceased,” said
Engineer Jha. He also threatened that
Interested candidates should have: they would return to vio-
1. Engineering degree in relevant field with some lence if the talks failed. Of
experience in micro/mini-hydropower. the various armed outfits,
2. Should have sound health and willingness to Rajan Mukti's JTMM fac-
undertake extensive site works/visits. tion has been lately violent
",outputs/2/2.png
63,2,3,"INCCULISUUCUIUTT all LOVPdll VWOITNS PUUL PCUPVIC WEIS KIMCU alld KATHMANDU, JAN. 7 LUIS oldall dllU VITIISTIIS avUUL ICUS
of flood damaged embankments at 29 injured whenapassen- ~ ©. socioeconomic transforma- tern
the Koshi have halted after the con- ger bus met with an acci- Leaders of the CPN-UML tion. Khanal's _ report Ray:
tractor company failed to pay fivemil- dent at Tilahara along on Wednesday criticised also calls on the Maoists Jade
lion rupees that it owes tothe compa- Pokhara-Baglung Highway CPN (Maoist)'s recent activ- to keep their anarchic ways 5,
ny that had been providing construc- on Wednesday. ities and stressed the need in check. Ram
tion equipment on lease. Hundreds of Bishnu Kumari Thapa _ to review the collaboration Referring to the chop- had
labourers working at the Koshirecon- of Mudi, Myagdi, died on with the Maoist party. ping of a leg of UML cadre weel
struction site have started to return the spot while Wokila Some leaders also said Bibek Devkota on Monday, of D
home after the shutdown. Sunsari Begam of Parbat, Ramu the UMLshouldnotreferto Pokhrel said the increasing held
CDO Durga Bhandari said efforts are Baduwal of Myagdi and the Maoist party as a_ attacks on UML cadres and rape
on to resolve the row. Indian contrac- Ashok Pun, whose address _ 'friend'.Commenting onthe other _ political parties a Cc
tor Vasistha and Vasistha is supposed is yet to be ascertained, political report of General should be taken seriously. The
to complete repair works by Jan. 28. breathed their last on way Secretary Jhala Nath Central leaders Prakash had

to Pokhara for treatment. Khanal, some 10 central Jwala, Shankher Pokhrel, with
Operators, passengers clash The Beni-bound vehicle committee members said Beduram Bhusal, Pushpa Nov

Seven persons were hurtinaclash (Ga1 Kha 2692) fell 14 feet the report was too ‘soft’ Kandel, Guru Baral, Devraj T
between ferry operators and passen- down the road, police said. towards the Maoist. Ghimire, Hemraj_ Rai, wi
gers in Sunsari, Wednesday. The scuf- The seriously injured 15 In his 80-page political Bishnu Rimal, Surendra NEF
fle ensued after ferry operators are undergoing treatment document, Khanal has stat- Pandey and _ Urbadatta Chil
reportedly demanded excessive fare in Pokhara based Western — ed that since UML isa left Pant deliberated on the (DC
from passengers. Police held 16 Regional Hospital and _ party, it should collaborate political report. two
involved in the clash. Manipal Teaching Hospital. with the CPN (Maoist), “All leaders, who spoke who

another left party. on Wednesday, lambasted dom
Central committee the Maoist party. They said appi
member of the UML _ that UML should make it boat
Ty = NJ 1D EE FR Al OT | C [= Shankher Pokhrel said the clear whether it wants to and
EE ——§ UML should make its’ continue collaboration fron
Date of first Publication : 5° January, 2009 stance clear as the Maoists with it,” said UML standing Rate
Seaied tenders are mvited from Government VAT holding Manufactures were not treating UML as_ committee member KC
Dealer/Suppliers/Cloth Merchant and VAT holding General Suppliers & a partner in the coalition Pradip Nepal. DCV
AP} Traders for the supply of clothing materials of following tenders of government. Suggestions given by CC dow
Sons Mapa sub sittcen Pathan, «ltapa, apa In his report, Khanal members will be incorpo- keer
1. Tender | (White Shirting) 40,000 Meters states that UML is commit- rated in the final political tich
2. Tender il (Navy Blue Surting) . 38,000 Meters ted to establishing working report, which will be a
Both tenders shalt be sold from the follawing offices from 5° January unity with the Maoists to PF esented at the UML's dist
to 20” January 2009 from 9:00 am to 4:00pm excluding Saturday | | take the peace process to a_ eighth national convention STN
and Sunday, The cost of Tender | is Rs. 2,000 fRupees Two Thousand logical end, restructuring scheduled for Feb.16.
only} and Tender ilis Rs. 3.000 (Rupees Three Thousand) which is non- LAE
refundable, |
i . to Selling Point_of Tenders ve
en * Caritas Nepal, Ohobighat, Lalitpur (Phone No. 01-5538172) V a Ca n cy grou
and * Caritas Nepal, Sub-Office Damak, Jhapa, Nepal . ge b
ices (Phone No. 023-580249, 583608} Rural Economic Development Association (REDA}, a a
epal The fender forms shall be sold only to the related Manufacturer/Deailersf nongovernmental organization is operating a Regional W :
Suppliers as stated above and the following two documents must Renewable Energy Service Centre (RRESC), in Palpa, of
+e be produced in orginal or the copies attested by the gazetted officer of Alternative Energy Promotion Center/Energy Sector beer
Goverment of Nepa/Notary Pubic at the tme of purchase of tender form.) | | ascictance Programme (AEPC/ESAP). The Center] | | Dau
reby + Supplher's/Manufacturer's valid Government Registration Licence ssi - ‘9 "" Lng lead
rest Certificate. provides facilitation supports to ESAP supported activities Rare
the * Vat Registered PAN Certificate. in Palpa, Argakhanchi, Gulmi, Syanjga — districts. othe
ms Any further information can be obtained from the CARITAS Nepal Applications are invited from the qualified candidate for tean
np. Sub-Office Damak-11, Jhapa, Nepal. the following position to work for micro/mini-hydropower anot
Contact: Phone No. : 023-580219/ 583608 activities. our:
ices Fax _023-580472 Engineer Jha.
Mae Interested candidates should have: they
1. Engineering degree in relevant field with some lenc
Sted VACANCY ANNOUNCEMENT experience in micro/mini-hydropower. the
2, Should have sound health and willingness to Raje
| the Nepal Disabled Women Association (NDWA), dedicated undertake extensive site works/Visits. ton
+ the to the rights of Women with Disability, is seeking to fill 3. Ability to write reports in English and use computer. agal
from the following position: civil
. Terms of Employment: The term cof employment shall be :
1. Program Officer -1 initially for a three month period as probation with Hei
clow 2. Admin and Accountant -1 possibility of extension depending upon the performance PAR
The position is based in Kathmandu, to manage a new and funding availability. Other terms and conditions shall Wer
ered project on disability. It will include writing proposal, be as per the REDA's cules and regulations. Bah:
reporting, monitoring and admin and finance work. Please send a complete CV and a passport size photo tion
n of Qualifications: Bachelor pass prefer Master level, minimum with contact email/telepghone number not later than Ban
3 years experience in Project Management, essential January 23, 2009. Only those who are short listed shall be and
oral and written English and Nepali (computer), desirable invited for an interview. The result of the selection shall be Suni
some knowledge in finance and accountancy and done at the same day of interview and the selected Serv
experience in working with disability. candidate needs to participate in the orientation une
Canditadates are requested to submit application with programme from the next day, ing,
anit two references, uptodate bio-data, by mail by 15th of Women, Dalit and qualified candidates from the local area Srip
January 2009. are strongly encouraged to apply. Tak
Women with disability and women are encouraged to apply. Executive Director shec
Only short listed candidates will be contacted for interview Rural Economic Development Association (REDA) are
and assingiment. Tansen-4, Bishalbazar, Palpa Gan
Phone No: 2073743 Phone No. 075-521610/520365 A
Email Address: ndwa_kath@yahoo.com Email: reda_pip@ntc.net.np me
",outputs/2/3.png
